Item_Identifier,Item_Fat_Content,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Gender,Age,Profession,Item_Outlet_Sales
FDF57,Regular,Fruits and Vegetables,169.9448,OUT019,Small,Tier 1,Grocery Store,Male,25,Entertainment,170.4448
NCV54,Low Fat,Household,119.3124,OUT019,Small,Tier 1,Grocery Store,Male,25,Healthcare,474.0496
FDR10,Low Fat,Snack Foods,163.4552,OUT010,,Tier 3,Grocery Store,Male,56,Artist,649.8208
FDT58,Low Fat,Snack Foods,167.0816,OUT017,,Tier 2,Supermarket Type1,Female,36,Artist,1342.2528
FDC34,Regular,Snack Foods,155.4972,OUT019,Small,Tier 1,Grocery Store,Female,46,Engineer,311.5944
FDU44,Regular,Fruits and Vegetables,164.1552,OUT018,Medium,Tier 3,Supermarket Type2,Female,27,Doctor,3249.104
FDY08,Regular,Fruits and Vegetables,139.1838,OUT010,,Tier 3,Grocery Store,Male,21,Healthcare,280.9676
FDK20,Regular,Fruits and Vegetables,120.9072,OUT019,Small,Tier 1,Grocery Store,Female,49,Entertainment,122.5072
FDV50,Low Fat,Dairy,123.273,OUT017,,Tier 2,Supermarket Type1,Male,22,Healthcare,1108.557
FDO25,Low Fat,Canned,207.927,OUT049,Medium,Tier 1,Supermarket Type1,Male,53,Artist,2097.27
FDR14,Low Fat,Dairy,53.3298,OUT027,Medium,Tier 3,Supermarket Type3,Female,41,Artist,1078.596
FDP27,Low Fat,Meat,189.153,OUT018,Medium,Tier 3,Supermarket Type2,Male,53,Doctor,2087.283
FDB27,Low Fat,Dairy,198.1768,OUT035,Small,Tier 2,Supermarket Type1,Female,79,Engineer,5321.0736
FDW26,Regular,Dairy,223.5772,OUT049,Medium,Tier 1,Supermarket Type1,Female,33,Engineer,2668.5264
NCQ50,Low Fat,Household,213.3218,OUT035,Small,Tier 2,Supermarket Type1,Female,23,Healthcare,3419.5488
NCL55,Low Fat,Others,253.404,OUT035,Small,Tier 2,Supermarket Type1,Male,72,Lawyer,4807.076
FDG28,Regular,Frozen Foods,245.6144,OUT046,Small,Tier 1,Supermarket Type1,Female,37,,3920.2304
FDO31,Regular,Fruits and Vegetables,81.496,OUT027,Medium,Tier 3,Supermarket Type3,Male,35,Doctor,1997.4
FDP27,Low Fat,Meat,188.353,OUT027,Medium,Tier 3,Supermarket Type3,Female,42,,5313.084
FDR01,Regular,Canned,198.2742,OUT017,,Tier 2,Supermarket Type1,Female,28,Doctor,4379.6324
FDI08,Regular,Fruits and Vegetables,247.1092,OUT046,Small,Tier 1,Supermarket Type1,Male,36,Healthcare,2241.0828
DRE03,Low Fat,Dairy,46.5718,OUT049,Medium,Tier 1,Supermarket Type1,Male,38,Artist,1607.2412
FDV26,Regular,Dairy,196.1794,OUT018,Medium,Tier 3,Supermarket Type2,Female,43,Artist,2731.1116
DRM49,Regular,Soft Drinks,43.0086,OUT013,High,Tier 3,Supermarket Type1,Male,47,Executive,490.6946
FDI15,Low Fat,Dairy,265.0884,OUT035,Small,Tier 2,Supermarket Type1,Male,22,Marketing,8479.6288
FDM15,Regular,Meat,149.8366,OUT045,,Tier 2,Supermarket Type1,Male,82,Executive,1662.5026
FDH47,Regular,Starchy Foods,95.4068,OUT035,Small,Tier 2,Supermarket Type1,Female,32,Healthcare,1944.136
NCT54,Low Fat,Household,94.7094,OUT013,High,Tier 3,Supermarket Type1,Male,87,Lawyer,1047.3034
DRN11,Low Fat,Hard Drinks,143.5444,OUT045,,Tier 2,Supermarket Type1,Male,47,Artist,3628.61
FDU10,Regular,Snack Foods,38.5848,OUT018,Medium,Tier 3,Supermarket Type2,Female,33,Artist,484.7024
FDU50,Regular,Dairy,116.3176,OUT045,,Tier 2,Supermarket Type1,Male,68,Executive,2519.3872
FDS26,Low Fat,Dairy,259.7594,OUT010,,Tier 3,Grocery Store,Female,68,Artist,784.9782
FDC14,Regular,Canned,41.0454,OUT018,Medium,Tier 3,Supermarket Type2,Male,45,Executive,545.2902
FDB17,Low Fat,Frozen Foods,179.0976,OUT027,Medium,Tier 3,Supermarket Type3,Male,49,Artist,5976.2208
DRD25,Low Fat,Soft Drinks,115.086,OUT010,,Tier 3,Grocery Store,Male,18,Healthcare,452.744
DRI39,Low Fat,Dairy,54.893,OUT027,Medium,Tier 3,Supermarket Type3,Female,45,Doctor,3112.615
NCQ06,Low Fat,Household,255.9014,OUT049,Medium,Tier 1,Supermarket Type1,Male,62,Doctor,3315.0182
FDX11,Regular,Baking Goods,179.7634,OUT013,High,Tier 3,Supermarket Type1,Female,75,Lawyer,4180.5582
NCT29,Low Fat,Health and Hygiene,123.3414,OUT019,Small,Tier 1,Grocery Store,Female,59,Homemaker,243.6828
FDS07,Low Fat,Fruits and Vegetables,113.7518,OUT017,,Tier 2,Supermarket Type1,Female,39,Artist,2049.3324
NCQ05,LF,Health and Hygiene,149.1708,OUT035,Small,Tier 2,Supermarket Type1,Male,39,Entertainment,2708.4744
FDC35,Low Fat,Starchy Foods,206.1638,OUT018,Medium,Tier 3,Supermarket Type2,Male,68,Executive,1656.5104
FDU47,Regular,Breads,141.3838,OUT045,,Tier 2,Supermarket Type1,Male,62,,2388.2246
FDE22,Low Fat,Snack Foods,158.792,OUT010,,Tier 3,Grocery Store,Male,50,Executive,319.584
FDA03,Regular,Dairy,144.9102,OUT013,High,Tier 3,Supermarket Type1,Male,47,Executive,1895.5326
FDY26,Regular,Dairy,213.0244,OUT010,,Tier 3,Grocery Store,Male,20,Marketing,423.4488
FDZ26,Regular,Dairy,239.4222,OUT049,Medium,Tier 1,Supermarket Type1,Male,57,,3346.3108
FDQ24,Low Fat,Baking Goods,249.6724,OUT013,High,Tier 3,Supermarket Type1,Male,51,Artist,6543.4824
FDT14,Regular,Dairy,120.444,OUT035,Small,Tier 2,Supermarket Type1,Female,41,Doctor,2516.724
FDX04,Regular,Frozen Foods,48.5376,OUT045,,Tier 2,Supermarket Type1,Male,45,Executive,335.5632
FDC48,Low Fat,Baking Goods,84.5592,OUT046,Small,Tier 1,Supermarket Type1,Male,40,Doctor,2559.3352
FDC56,Low Fat,Fruits and Vegetables,119.744,OUT035,Small,Tier 2,Supermarket Type1,Female,27,Artist,3355.632
FDU19,Regular,Fruits and Vegetables,174.2422,OUT049,Medium,Tier 1,Supermarket Type1,Male,43,Entertainment,1379.5376
FDT55,Regular,Fruits and Vegetables,156.4946,OUT049,Medium,Tier 1,Supermarket Type1,Male,73,Artist,2998.0974
FDA45,Low Fat,Snack Foods,175.737,OUT013,High,Tier 3,Supermarket Type1,Male,43,Engineer,2117.244
FDR51,Regular,Meat,151.0708,OUT017,,Tier 2,Supermarket Type1,Female,82,Lawyer,2708.4744
FDF56,reg,Fruits and Vegetables,182.3976,OUT010,,Tier 3,Grocery Store,Male,55,Artist,724.3904
FDK45,Low Fat,Seafood,111.686,OUT013,High,Tier 3,Supermarket Type1,Male,41,Doctor,1584.604
DRN37,Low Fat,Soft Drinks,168.5158,OUT013,High,Tier 3,Supermarket Type1,Male,25,Entertainment,3342.316
NCN26,LF,Household,115.1808,OUT035,Small,Tier 2,Supermarket Type1,Female,62,Engineer,3866.9664
FDA19,Low Fat,Fruits and Vegetables,129.5994,OUT049,Medium,Tier 1,Supermarket Type1,Female,37,Engineer,642.497
NCR06,Low Fat,Household,40.8112,OUT035,Small,Tier 2,Supermarket Type1,Female,51,Entertainment,553.9456
FDJ48,Low Fat,Baking Goods,245.3118,OUT010,,Tier 3,Grocery Store,Male,69,Lawyer,247.0118
NCA05,Low Fat,Health and Hygiene,150.0734,OUT046,Small,Tier 1,Supermarket Type1,Female,89,Entertainment,2524.0478
FDP04,Low Fat,Frozen Foods,64.7168,OUT046,Small,Tier 1,Supermarket Type1,Male,29,Healthcare,1022.6688
FDA47,Regular,Baking Goods,161.721,OUT046,Small,Tier 1,Supermarket Type1,Male,28,Entertainment,3588.662
FDI09,Regular,Seafood,239.988,OUT045,,Tier 2,Supermarket Type1,Male,40,Artist,2636.568
FDU24,Regular,Baking Goods,92.812,OUT019,Small,Tier 1,Grocery Store,Female,38,Artist,93.212
FDI36,Regular,Baking Goods,196.9426,OUT018,Medium,Tier 3,Supermarket Type2,Male,18,Healthcare,5339.0502
FDC11,Low Fat,Starchy Foods,90.7172,OUT013,High,Tier 3,Supermarket Type1,Male,81,Lawyer,1605.9096
FDY38,Regular,Dairy,231.63,OUT049,Medium,Tier 1,Supermarket Type1,Male,45,Executive,2563.33
FDF56,Regular,Fruits and Vegetables,180.3976,OUT027,Medium,Tier 3,Supermarket Type3,Male,42,Executive,7425.0016
FDB44,Low Fat,Fruits and Vegetables,210.0586,OUT027,Medium,Tier 3,Supermarket Type3,Male,36,Marketing,6964.9338
FDI15,Low Fat,Dairy,264.1884,OUT046,Small,Tier 1,Supermarket Type1,Male,30,Entertainment,3179.8608
FDY59,Low Fat,Baking Goods,91.3462,OUT035,Small,Tier 2,Supermarket Type1,Female,33,Healthcare,1388.193
FDX34,Low Fat,Snack Foods,120.6098,OUT018,Medium,Tier 3,Supermarket Type2,Male,37,Artist,1807.647
FDC52,Regular,Dairy,150.8708,OUT019,Small,Tier 1,Grocery Store,Male,35,Artist,150.4708
NCW29,Low Fat,Health and Hygiene,129.331,OUT013,High,Tier 3,Supermarket Type1,Female,31,Doctor,259.662
FDS40,Low Fat,Frozen Foods,36.719,OUT027,Medium,Tier 3,Supermarket Type3,Female,53,Engineer,622.523
FDI40,Regular,Frozen Foods,99.3358,OUT018,Medium,Tier 3,Supermarket Type2,Male,36,Doctor,804.2864
FDN48,Low Fat,Baking Goods,90.0804,OUT035,Small,Tier 2,Supermarket Type1,Male,37,Entertainment,1561.9668
FDN46,Regular,Snack Foods,100.5332,OUT013,High,Tier 3,Supermarket Type1,Male,80,Lawyer,2460.7968
FDB41,Regular,Frozen Foods,47.7718,OUT035,Small,Tier 2,Supermarket Type1,Male,30,Doctor,1039.9796
FDT55,Regular,Fruits and Vegetables,155.7946,OUT035,Small,Tier 2,Supermarket Type1,Female,39,Engineer,3471.4812
FDI22,Low Fat,Snack Foods,208.6612,OUT027,Medium,Tier 3,Supermarket Type3,Female,18,Marketing,7317.142
FDY16,Regular,Frozen Foods,183.6266,OUT045,,Tier 2,Supermarket Type1,Male,32,Doctor,1844.266
FDN33,Regular,Snack Foods,93.5436,OUT049,Medium,Tier 1,Supermarket Type1,Male,49,Marketing,283.6308
FDT57,Low Fat,Snack Foods,235.5248,OUT035,Small,Tier 2,Supermarket Type1,Male,67,Executive,4740.496
FDZ31,Regular,Fruits and Vegetables,191.0504,OUT027,Medium,Tier 3,Supermarket Type3,Male,47,Entertainment,5752.512
DRM48,Low Fat,Soft Drinks,35.8848,OUT049,Medium,Tier 1,Supermarket Type1,Male,35,Engineer,596.5568
NCL19,Low Fat,Others,143.447,OUT045,,Tier 2,Supermarket Type1,Female,26,Marketing,2576.646
FDG50,Low Fat,Canned,91.0146,OUT013,High,Tier 3,Supermarket Type1,Female,43,Artist,729.7168
DRH25,Low Fat,Soft Drinks,52.0324,OUT045,,Tier 2,Supermarket Type1,Female,30,Healthcare,1090.5804
FDB37,Regular,Baking Goods,241.0538,OUT027,Medium,Tier 3,Supermarket Type3,Male,29,Doctor,4566.7222
FDW59,Low Fat,Breads,86.5566,OUT017,,Tier 2,Supermarket Type1,Female,20,Marketing,1860.2452
NCR30,Low Fat,Household,75.4696,OUT049,Medium,Tier 1,Supermarket Type1,Female,67,Engineer,1416.8224
FDY22,Regular,Snack Foods,144.5128,OUT046,Small,Tier 1,Supermarket Type1,Male,41,Doctor,3595.32
FDB45,Low Fat,Fruits and Vegetables,106.5306,OUT019,Small,Tier 1,Grocery Store,Male,40,Artist,104.5306
FDC08,Regular,Fruits and Vegetables,225.272,OUT027,Medium,Tier 3,Supermarket Type3,Female,40,Doctor,4753.812
NCK53,Low Fat,Health and Hygiene,100.4042,OUT010,,Tier 3,Grocery Store,Male,18,Healthcare,595.2252
FDM27,Regular,Meat,157.2946,OUT049,Medium,Tier 1,Supermarket Type1,Male,29,Healthcare,1577.946
FDG17,Regular,Frozen Foods,244.1486,OUT018,Medium,Tier 3,Supermarket Type2,Female,51,Engineer,2687.8346
NCT17,Low Fat,Health and Hygiene,189.7214,OUT017,,Tier 2,Supermarket Type1,Male,32,Engineer,1695.7926
FDZ14,Regular,Dairy,119.7756,OUT017,,Tier 2,Supermarket Type1,Female,48,Artist,3029.39
FDJ28,Low Fat,Frozen Foods,193.3162,OUT010,,Tier 3,Grocery Store,Male,22,Artist,192.4162
FDV21,LF,Snack Foods,126.0704,OUT018,Medium,Tier 3,Supermarket Type2,Female,35,Entertainment,1627.2152
DRD24,Low Fat,Soft Drinks,142.5154,OUT010,,Tier 3,Grocery Store,Female,51,Artist,141.8154
DRF25,Low Fat,Soft Drinks,34.619,OUT049,Medium,Tier 1,Supermarket Type1,Female,46,Engineer,732.38
FDN22,Regular,Snack Foods,251.8724,OUT018,Medium,Tier 3,Supermarket Type2,Female,27,Healthcare,3271.7412
FDV04,Regular,Frozen Foods,156.6288,OUT010,,Tier 3,Grocery Store,Female,56,Artist,628.5152
FDL34,Low Fat,Snack Foods,139.9496,OUT018,Medium,Tier 3,Supermarket Type2,Male,50,Artist,3105.2912
FDX58,Low Fat,Snack Foods,182.895,OUT035,Small,Tier 2,Supermarket Type1,Male,59,Healthcare,3112.615
FDG12,Regular,Baking Goods,120.3098,OUT018,Medium,Tier 3,Supermarket Type2,Female,61,Artist,1446.1176
NCL53,Low Fat,Health and Hygiene,175.4028,OUT045,,Tier 2,Supermarket Type1,Male,32,Doctor,2833.6448
FDV47,Low Fat,Breads,84.9566,OUT018,Medium,Tier 3,Supermarket Type2,Female,26,Healthcare,1014.6792
FDA43,Low Fat,Fruits and Vegetables,193.7794,OUT027,Medium,Tier 3,Supermarket Type3,Female,23,Healthcare,4876.985
NCM17,Low Fat,Health and Hygiene,44.5086,OUT017,,Tier 2,Supermarket Type1,Male,50,Executive,1249.0408
NCQ02,Low Fat,Household,186.9556,OUT049,Medium,Tier 1,Supermarket Type1,Male,22,Marketing,3379.6008
FDN12,Low Fat,Baking Goods,112.7544,OUT017,,Tier 2,Supermarket Type1,Female,29,Marketing,1118.544
NCX06,LF,Household,181.5976,OUT019,Small,Tier 1,Grocery Store,Male,46,Artist,543.2928
FDE24,Low Fat,Baking Goods,141.5812,OUT045,,Tier 2,Supermarket Type1,Male,43,Artist,427.4436
FDQ58,Low Fat,Snack Foods,154.334,OUT018,Medium,Tier 3,Supermarket Type2,Male,33,Artist,4287.752
FDH31,Regular,Meat,98.0042,OUT049,Medium,Tier 1,Supermarket Type1,Female,85,Lawyer,1587.2672
NCH55,Low Fat,Household,128.402,OUT018,Medium,Tier 3,Supermarket Type2,Male,57,Entertainment,1265.02
NCC54,Low Fat,Health and Hygiene,239.3196,OUT049,Medium,Tier 1,Supermarket Type1,Male,43,Artist,3615.294
NCT06,Low Fat,Household,167.7842,OUT019,Small,Tier 1,Grocery Store,Female,18,Healthcare,165.7842
FDH56,Regular,Fruits and Vegetables,115.9492,OUT019,Small,Tier 1,Grocery Store,Male,87,Artist,115.8492
FDY46,Low Fat,Snack Foods,188.9898,OUT017,,Tier 2,Supermarket Type1,Male,40,Artist,3554.7062
NCM19,Low Fat,Others,114.1202,OUT013,High,Tier 3,Supermarket Type1,Male,25,Entertainment,3488.1262
FDB04,Regular,Dairy,88.9856,OUT027,Medium,Tier 3,Supermarket Type3,Female,18,Healthcare,3515.424
FDB09,Low Fat,Fruits and Vegetables,126.2046,OUT035,Small,Tier 2,Supermarket Type1,Female,48,Artist,1369.5506
FDK51,Low Fat,Dairy,265.2884,OUT027,Medium,Tier 3,Supermarket Type3,Female,56,Entertainment,3179.8608
FDB33,Low Fat,Fruits and Vegetables,157.5262,OUT019,Small,Tier 1,Grocery Store,Female,32,Entertainment,477.3786
FDU51,Regular,Meat,175.6028,OUT035,Small,Tier 2,Supermarket Type1,Female,38,Artist,3364.9532
NCE30,Low Fat,Household,214.0902,OUT019,Small,Tier 1,Grocery Store,Female,31,Doctor,1061.951
DRI13,Low Fat,Soft Drinks,218.3508,OUT018,Medium,Tier 3,Supermarket Type2,Female,36,Executive,2387.5588
FDV32,LF,Fruits and Vegetables,64.751,OUT045,,Tier 2,Supermarket Type1,Male,37,Healthcare,1201.769
DRH51,Low Fat,Dairy,89.3856,OUT049,Medium,Tier 1,Supermarket Type1,Female,40,Doctor,878.856
NCW18,Low Fat,Household,238.9248,OUT013,High,Tier 3,Supermarket Type1,Male,18,Healthcare,6636.6944
FDI12,Regular,Baking Goods,88.8856,OUT049,Medium,Tier 1,Supermarket Type1,Female,26,Healthcare,439.428
FDQ14,LF,Dairy,150.105,OUT035,Small,Tier 2,Supermarket Type1,Female,23,Healthcare,2696.49
FDQ55,Regular,Fruits and Vegetables,115.9834,OUT027,Medium,Tier 3,Supermarket Type3,Male,27,Healthcare,2994.7684
FDG26,Low Fat,Canned,255.333,OUT013,High,Tier 3,Supermarket Type1,Female,20,Healthcare,1794.331
NCW29,Low Fat,Health and Hygiene,130.031,OUT019,Small,Tier 1,Grocery Store,Male,47,Artist,129.831
FDK27,Low Fat,Meat,122.3756,OUT035,Small,Tier 2,Supermarket Type1,Male,50,Entertainment,2059.9852
DRL49,Low Fat,Soft Drinks,142.4812,OUT035,Small,Tier 2,Supermarket Type1,Male,37,Doctor,2422.1804
FDK26,Regular,Canned,186.824,OUT049,Medium,Tier 1,Supermarket Type1,Female,49,Artist,1864.24
FDT14,Regular,Dairy,120.744,OUT027,Medium,Tier 3,Supermarket Type3,Male,29,Healthcare,2756.412
FDW19,Regular,Fruits and Vegetables,110.957,OUT010,,Tier 3,Grocery Store,Male,37,Executive,219.714
FDF22,Low Fat,Snack Foods,211.8218,OUT017,,Tier 2,Supermarket Type1,Female,58,Artist,4915.6014
NCQ43,Low Fat,Others,108.0912,OUT049,Medium,Tier 1,Supermarket Type1,Male,59,Engineer,1637.868
NCA42,Low Fat,Household,158.0604,OUT027,Medium,Tier 3,Supermarket Type3,Male,21,Marketing,4595.3516
FDG08,Regular,Fruits and Vegetables,172.0764,OUT019,Small,Tier 1,Grocery Store,Female,42,Artist,171.7764
NCP17,Low Fat,Health and Hygiene,65.3168,OUT010,,Tier 3,Grocery Store,Male,29,Healthcare,191.7504
FDS19,Regular,Fruits and Vegetables,76.0012,OUT046,Small,Tier 1,Supermarket Type1,Male,33,Healthcare,1214.4192
DRQ35,Low Fat,Hard Drinks,121.9388,OUT018,Medium,Tier 3,Supermarket Type2,Female,38,Doctor,1114.5492
FDR25,Regular,Canned,266.8884,OUT046,Small,Tier 1,Supermarket Type1,Male,37,Artist,5034.7796
NCB43,Low Fat,Household,187.1898,OUT013,High,Tier 3,Supermarket Type1,Male,60,Entertainment,2993.4368
FDQ28,Regular,Frozen Foods,154.8656,OUT017,,Tier 2,Supermarket Type1,Male,55,Doctor,1390.1904
FDK24,Low Fat,Baking Goods,46.2744,OUT046,Small,Tier 1,Supermarket Type1,Male,50,Artist,1086.5856
NCN06,Low Fat,Household,165.5868,OUT035,Small,Tier 2,Supermarket Type1,Male,36,Artist,1965.4416
FDS08,Low Fat,Fruits and Vegetables,177.937,OUT035,Small,Tier 2,Supermarket Type1,Male,47,Artist,1587.933
FDP27,LF,Meat,190.153,OUT013,High,Tier 3,Supermarket Type1,Male,52,Artist,4933.578
FDE11,Regular,Starchy Foods,185.7924,OUT010,,Tier 3,Grocery Store,Female,42,Executive,370.1848
NCX30,Low Fat,Household,249.2776,OUT046,Small,Tier 1,Supermarket Type1,Male,32,Healthcare,4210.5192
DRI51,Low Fat,Dairy,173.4764,OUT017,,Tier 2,Supermarket Type1,Female,33,Engineer,2404.8696
FDH31,Regular,Meat,98.2042,OUT019,Small,Tier 1,Grocery Store,Female,25,Artist,198.4084
FDR19,Regular,Fruits and Vegetables,147.6102,OUT046,Small,Tier 1,Supermarket Type1,Male,68,Entertainment,4082.6856
FDJ04,Low Fat,Frozen Foods,118.3124,OUT013,High,Tier 3,Supermarket Type1,Male,36,Entertainment,948.0992
FDP01,Regular,Breakfast,151.7682,OUT017,,Tier 2,Supermarket Type1,Male,51,Artist,1372.2138
FDY35,Regular,Breads,45.8402,OUT018,Medium,Tier 3,Supermarket Type2,Female,47,Engineer,1102.5648
DRC36,Regular,Soft Drinks,173.6054,OUT013,High,Tier 3,Supermarket Type1,Male,62,Artist,1751.054
FDZ55,Low Fat,Fruits and Vegetables,158.492,OUT017,,Tier 2,Supermarket Type1,Male,32,Doctor,3994.8
FDD11,Low Fat,Starchy Foods,251.404,OUT013,High,Tier 3,Supermarket Type1,Female,66,Artist,2277.036
NCJ29,Low Fat,Health and Hygiene,87.0224,OUT018,Medium,Tier 3,Supermarket Type2,Female,48,Artist,1193.1136
FDI52,Low Fat,Frozen Foods,121.2072,OUT035,Small,Tier 2,Supermarket Type1,Male,70,Lawyer,1470.0864
NCF06,Low Fat,Household,257.9962,OUT046,Small,Tier 1,Supermarket Type1,Female,60,Artist,517.9924
FDG16,Low Fat,Frozen Foods,217.3192,OUT046,Small,Tier 1,Supermarket Type1,Male,45,Artist,5608.6992
FDX07,Regular,Fruits and Vegetables,184.495,OUT049,Medium,Tier 1,Supermarket Type1,Female,48,Homemaker,4028.09
FDR14,Low Fat,Dairy,52.9298,OUT046,Small,Tier 1,Supermarket Type1,Male,76,Lawyer,647.1576
FDV36,Low Fat,Baking Goods,125.902,OUT010,,Tier 3,Grocery Store,Male,53,Engineer,126.502
NCP14,Low Fat,Household,103.3306,OUT018,Medium,Tier 3,Supermarket Type2,Male,83,Executive,2404.2038
FDJ12,Regular,Baking Goods,209.0296,OUT013,High,Tier 3,Supermarket Type1,Female,79,Lawyer,2285.0256
FDL46,Low Fat,Snack Foods,117.3466,OUT018,Medium,Tier 3,Supermarket Type2,Female,49,Engineer,824.9262
FDL21,Regular,Snack Foods,39.348,OUT045,,Tier 2,Supermarket Type1,Female,76,Lawyer,719.064
NCA30,Low Fat,Household,190.5872,OUT013,High,Tier 3,Supermarket Type1,Male,37,Engineer,1890.872
NCN26,Low Fat,Household,119.0808,OUT013,High,Tier 3,Supermarket Type1,Female,37,Artist,2343.616
FDJ10,Regular,Snack Foods,139.7838,OUT035,Small,Tier 2,Supermarket Type1,Female,35,Artist,1264.3542
NCE18,Low Fat,Household,247.775,OUT018,Medium,Tier 3,Supermarket Type2,Female,31,Homemaker,3745.125
FDW21,Regular,Snack Foods,101.6358,OUT013,High,Tier 3,Supermarket Type1,Male,21,Marketing,1709.1086
FDA55,Regular,Fruits and Vegetables,222.5088,OUT013,High,Tier 3,Supermarket Type1,Male,71,Entertainment,5369.0112
NCX30,Low Fat,Household,247.2776,OUT027,Medium,Tier 3,Supermarket Type3,Female,27,Engineer,6191.94
FDA20,Low Fat,Fruits and Vegetables,186.824,OUT027,Medium,Tier 3,Supermarket Type3,Male,52,Homemaker,6338.416
FDT20,Low Fat,Fruits and Vegetables,39.5164,OUT013,High,Tier 3,Supermarket Type1,Male,72,Engineer,926.7936
FDR11,Regular,Breads,159.3578,OUT049,Medium,Tier 1,Supermarket Type1,Male,43,Artist,3048.6982
FDU26,Regular,Dairy,118.6782,OUT018,Medium,Tier 3,Supermarket Type2,Male,46,Artist,1549.3166
NCY54,Low Fat,Household,171.1422,OUT046,Small,Tier 1,Supermarket Type1,Male,88,Lawyer,2586.633
FDP26,Low Fat,Dairy,105.6306,OUT046,Small,Tier 1,Supermarket Type1,Male,29,Healthcare,418.1224
FDK58,Regular,Snack Foods,102.6016,OUT049,Medium,Tier 1,Supermarket Type1,Male,27,Engineer,3137.2496
NCK53,Low Fat,Health and Hygiene,98.9042,OUT046,Small,Tier 1,Supermarket Type1,Male,55,Lawyer,1488.063
FDY52,Low Fat,Frozen Foods,59.9536,OUT013,High,Tier 3,Supermarket Type1,Female,48,Artist,980.0576
NCU30,Low Fat,Household,161.121,OUT045,,Tier 2,Supermarket Type1,Male,20,Healthcare,2609.936
NCA18,Low Fat,Household,115.1492,OUT013,High,Tier 3,Supermarket Type1,Male,38,Entertainment,1737.738
FDX40,Low Fat,Frozen Foods,40.0164,OUT017,,Tier 2,Supermarket Type1,Female,22,Healthcare,1312.9576
FDX13,Low Fat,Canned,249.1092,OUT046,Small,Tier 1,Supermarket Type1,Female,29,Homemaker,2490.092
FDK36,Low Fat,Baking Goods,47.4034,OUT027,Medium,Tier 3,Supermarket Type3,Female,48,Doctor,631.8442
NCP55,low fat,Others,56.9614,OUT019,Small,Tier 1,Grocery Store,Female,65,Lawyer,221.0456
FDO56,Regular,Fruits and Vegetables,116.3808,OUT019,Small,Tier 1,Grocery Store,Male,51,Engineer,234.3616
NCT06,Low Fat,Household,167.0842,OUT018,Medium,Tier 3,Supermarket Type2,Female,21,Healthcare,1326.2736
FDX45,Low Fat,Snack Foods,154.663,OUT019,Small,Tier 1,Grocery Store,Female,42,Artist,312.926
NCJ06,Low Fat,Household,118.9782,OUT013,High,Tier 3,Supermarket Type1,Male,56,Marketing,1549.3166
NCA41,Low Fat,Health and Hygiene,191.9162,OUT046,Small,Tier 1,Supermarket Type1,Female,86,Lawyer,4040.7402
NCB42,Low Fat,Health and Hygiene,116.9492,OUT027,Medium,Tier 3,Supermarket Type3,Male,59,Artist,2780.3808
FDE29,Low Fat,Frozen Foods,61.6878,OUT013,High,Tier 3,Supermarket Type1,Male,86,Executive,1029.9926
FDU24,Regular,Baking Goods,94.012,OUT013,High,Tier 3,Supermarket Type1,Male,59,Artist,1211.756
FDM58,Regular,Snack Foods,111.6544,OUT013,High,Tier 3,Supermarket Type1,Male,38,Doctor,2125.2336
FDE44,Low Fat,Fruits and Vegetables,50.7692,OUT046,Small,Tier 1,Supermarket Type1,Female,31,Marketing,1034.6532
DRH39,Low Fat,Dairy,78.467,OUT046,Small,Tier 1,Supermarket Type1,Female,45,Artist,1607.907
FDU33,Regular,Snack Foods,46.1402,OUT019,Small,Tier 1,Grocery Store,Female,48,Artist,45.9402
FDW08,Low Fat,Fruits and Vegetables,104.528,OUT049,Medium,Tier 1,Supermarket Type1,Female,33,Engineer,1384.864
NCT30,Low Fat,Household,48.0718,OUT010,,Tier 3,Grocery Store,Male,38,Entertainment,47.2718
NCI54,Low Fat,Household,107.7912,OUT046,Small,Tier 1,Supermarket Type1,Female,49,Artist,1091.912
FDS16,Regular,Frozen Foods,145.776,OUT045,,Tier 2,Supermarket Type1,Female,48,Artist,3954.852
DRK39,Low Fat,Dairy,83.225,OUT027,Medium,Tier 3,Supermarket Type3,Male,37,Artist,1498.05
FDP24,Low Fat,Baking Goods,119.5756,OUT010,,Tier 3,Grocery Store,Male,28,Healthcare,121.1756
NCG18,Low Fat,Household,103.5332,OUT035,Small,Tier 2,Supermarket Type1,Female,33,Doctor,3383.5956
